Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,Travel_Rarely,1272,Research & Development,6,2,Life Sciences,1,460,3,Female,96,4,5,Research Scientist,4,Married,8498,23917,1,Y,Yes,17,3,2,80,0,27,2,2,0,7,5,5,No
54,Travel_Rarely,285,Research & Development,2,2,Life Sciences,1,461,4,Male,69,2,1,Laboratory Technician,3,Married,3479,6946,7,Y,No,21,3,2,80,0,4,5,3,6,0,2,6,No
37,Travel_Rarely,1153,Human Resources,8,2,Life Sciences,1,462,1,Male,98,3,2,Sales Executive,1,Married,3980,25073,9,Y,No,18,3,3,80,3,8,0,3,4,9,0,1,Yes
30,Travel_Rarely,1244,Research & Development,15,2,Other,1,463,2,Male,72,1,1,Laboratory Technician,3,Single,12145,8807,3,Y,No,16,3,2,80,2,24,1,1,3,7,0,1,Yes
38,Travel_Rarely,394,Research & Development,15,3,Life Sciences,1,464,3,Male,30,3,3,Research Scientist,1,Single,4920,5277,8,Y,Yes,14,3,3,80,3,8,2,2,16,2,5,2,No
35,Travel_Rarely,1496,Research & Development,11,1,Marketing,1,465,3,Female,51,4,2,Research Scientist,2,Married,1009,10126,3,Y,No,22,3,3,80,0,10,1,3,0,7,0,2,No
34,Travel_Rarely,1369,Sales,22,5,Other,1,466,4,Male,91,3,2,Healthcare Representative,1,Married,8805,16369,3,Y,No,12,3,3,80,2,14,1,1,4,8,2,2,No
42,Travel_Rarely,1343,Sales,22,1,Medical,1,467,1,Male,55,1,5,Sales Executive,3,Single,10554,20887,7,Y,No,20,3,4,80,0,20,6,4,7,4,0,0,No
43,Travel_Rarely,278,Research & Development,24,1,Medical,1,468,1,Male,47,4,5,Research Scientist,1,Married,10512,6392,7,Y,No,18,3,1,80,0,12,0,1,9,6,0,6,Yes
32,Travel_Rarely,1424,Sales,1,5,Life Sciences,1,469,1,Female,77,3,5,Research Scientist,3,Married,3607,21012,4,Y,Yes,11,3,2,80,0,4,0,2,17,2,0,0,Yes
31,Travel_Rarely,159,Research & Development,18,2,Other,1,470,3,Male,38,1,3,Laboratory Technician,3,Divorced,6501,7693,2,Y,No,19,3,4,80,1,8,2,2,6,8,5,6,Yes
34,Travel_Rarely,1394,Research & Development,12,3,Human Resources,1,471,4,Male,30,1,3,Manufacturing Director,2,Single,8997,2097,1,Y,No,18,4,2,80,0,15,2,1,8,2,9,7,Yes
18,Travel_Frequently,409,Research & Development,12,3,Marketing,1,472,3,Male,38,2,4,Research Scientist,4,Married,11030,15534,8,Y,No,13,3,4,80,1,8,5,4,0,5,0,3,Yes
23,Travel_Rarely,1413,Research & Development,25,1,Human Resources,1,473,3,Male,52,3,2,Sales Executive,4,Divorced,8859,13383,8,Y,No,20,3,1,80,1,7,6,2,10,4,3,13,No
49,Travel_Frequently,1078,Human Resources,11,5,Medical,1,474,2,Female,74,4,5,Sales Representative,1,Divorced,10145,13134,4,Y,No,14,3,1,80,0,4,6,2,18,2,9,4,No
51,Travel_Rarely,1230,Research & Development,28,4,Life Sciences,1,475,4,Male,31,2,2,Human Resources,3,Divorced,3058,15358,7,Y,Yes,20,3,1,80,0,20,3,4,4,0,6,3,No
34,Travel_Rarely,1353,Research & Development,8,2,Life Sciences,1,476,2,Male,43,3,1,Sales Executive,2,Married,1009,18504,6,Y,Yes,14,4,1,80,0,10,1,3,11,7,0,3,No
42,Travel_Rarely,1372,Research & Development,28,1,Other,1,477,1,Male,67,3,3,Laboratory Technician,4,Single,11452,7255,2,Y,No,12,3,3,80,2,10,5,2,0,4,1,8,No
39,Travel_Rarely,801,Research & Development,7,3,Life Sciences,1,478,3,Female,69,4,4,Research Scientist,2,Married,2053,3058,4,Y,Yes,22,3,2,80,0,16,1,1,4,10,3,3,Yes
60,Travel_Rarely,184,Research & Development,23,5,Life Sciences,1,479,4,Male,92,2,1,Research Scientist,2,Married,5694,18036,8,Y,Yes,21,3,2,80,0,0,0,4,5,8,6,6,Yes
47,Travel_Frequently,1311,Research & Development,21,5,Marketing,1,480,1,Male,45,2,2,Research Scientist,3,Married,10296,24685,3,Y,No,20,3,2,80,0,11,0,2,9,8,0,0,Yes
35,Travel_Rarely,353,Research & Development,2,1,Life Sciences,1,481,4,Female,35,4,3,Manufacturing Director,1,Married,6625,21574,2,Y,No,15,3,3,80,2,23,6,3,6,6,4,4,No
28,Travel_Frequently,1480,Research & Development,11,4,Life Sciences,1,482,3,Male,32,2,5,Sales Executive,3,Married,9802,18549,6,Y,Yes,23,4,2,80,0,10,5,2,13,6,4,7,Yes
22,Travel_Frequently,897,Research & Development,22,3,Marketing,1,483,4,Female,43,1,1,Research Director,4,Divorced,18037,7695,7,Y,No,22,3,1,80,0,13,2,3,3,4,1,3,Yes
38,Travel_Frequently,998,Research & Development,10,1,Marketing,1,484,1,Male,95,4,3,Laboratory Technician,4,Single,9092,16278,4,Y,Yes,13,3,2,80,0,12,3,2,11,7,9,1,Yes
30,Non-Travel,311,Research & Development,3,4,Life Sciences,1,485,2,Male,96,3,2,Research Scientist,2,Single,3075,5041,7,Y,Yes,22,3,2,80,2,19,6,2,7,2,0,3,No
23,Travel_Rarely,917,Research & Development,20,5,Marketing,1,486,3,Female,60,4,2,Healthcare Representative,3,Married,1009,12601,4,Y,No,21,3,4,80,0,12,3,1,0,0,3,0,No
31,Travel_Rarely,710,Research & Development,10,2,Marketing,1,487,2,Female,62,1,1,Sales Executive,3,Single,9680,14183,8,Y,Yes,11,3,3,80,1,30,0,4,0,6,2,7,Yes
27,Travel_Rarely,548,Research & Development,28,3,Other,1,488,3,Male,30,4,1,Laboratory Technician,2,Married,6883,8332,6,Y,No,12,3,1,80,0,13,0,4,7,6,3,8,No
52,Travel_Rarely,561,Research & Development,27,3,Life Sciences,1,489,1,Female,73,3,1,Research Scientist,1,Single,1009,22968,4,Y,No,21,3,1,80,3,7,3,1,2,0,5,3,Yes
44,Travel_Rarely,1069,Research & Development,18,4,Life Sciences,1,490,3,Male,44,3,4,Research Scientist,2,Married,12041,15250,8,Y,No,22,3,1,80,1,23,3,4,8,6,0,9,Yes
36,Travel_Rarely,573,Research & Development,14,1,Other,1,491,2,Female,66,4,5,Research Scientist,2,Married,9903,4505,4,Y,Yes,17,3,2,80,1,9,2,4,0,5,2,6,Yes
50,Travel_Rarely,471,Research & Development,18,5,Life Sciences,1,492,3,Male,56,4,3,Sales Executive,4,Single,6445,17768,7,Y,No,11,3,1,80,0,6,3,4,10,8,8,4,No
37,Travel_Rarely,1001,Sales,28,4,Human Resources,1,493,1,Male,77,1,2,Sales Executive,3,Single,16777,10402,3,Y,Yes,22,3,1,80,0,2,1,2,16,3,4,8,No
29,Travel_Rarely,1024,Research & Development,24,2,Marketing,1,494,3,Female,56,1,2,Sales Executive,4,Married,11308,12497,8,Y,Yes,23,3,4,80,0,15,3,2,5,0,0,6,No
50,Travel_Rarely,238,Research & Development,8,2,Marketing,1,495,2,Female,41,3,5,Human Resources,2,Married,1843,5018,5,Y,No,23,3,2,80,1,7,4,3,0,2,0,8,No
41,Travel_Rarely,468,Research & Development,10,2,Human Resources,1,496,1,Male,96,2,1,Sales Executive,3,Married,12011,4931,5,Y,No,12,3,4,80,3,5,3,3,6,2,3,9,No
27,Travel_Frequently,1013,Research & Development,22,4,Technical Degree,1,497,2,Male,59,2,1,Sales Executive,2,Married,7698,2670,2,Y,Yes,24,3,3,80,0,6,0,4,2,3,0,3,No
35,Travel_Rarely,285,Research & Development,13,5,Life Sciences,1,498,3,Male,95,2,2,Human Resources,2,Married,15398,16735,2,Y,No,20,3,2,80,2,8,0,4,1,4,1,6,No
28,Travel_Rarely,1412,Research & Development,21,3,Life Sciences,1,499,4,Male,36,2,5,Manufacturing Director,1,Married,10932,11057,3,Y,No,17,3,4,80,0,17,6,4,5,3,0,0,No
24,Travel_Rarely,573,Sales,8,1,Medical,1,500,2,Male,63,3,2,Laboratory Technician,4,Single,8776,26385,0,Y,No,11,3,3,80,2,15,4,1,13,5,8,0,No
45,Travel_Rarely,755,Research & Development,4,3,Life Sciences,1,501,3,Male,61,2,1,Sales Executive,4,Married,8508,10485,5,Y,No,17,3,4,80,0,10,1,2,3,0,3,5,No
54,Travel_Rarely,850,Research & Development,27,5,Other,1,502,4,Male,68,2,3,Manufacturing Director,2,Single,1009,20233,0,Y,No,23,4,3,80,0,15,3,4,11,5,2,5,No
24,Travel_Rarely,638,Sales,4,3,Medical,1,503,4,Female,72,4,1,Sales Executive,1,Divorced,4093,10465,3,Y,No,18,3,1,80,0,10,3,4,5,1,0,0,No
42,Travel_Rarely,903,Sales,5,4,Technical Degree,1,504,1,Male,72,2,3,Manufacturing Director,2,Married,7479,20883,6,Y,No,21,3,1,80,1,12,4,2,6,3,0,2,No
30,Travel_Rarely,1375,Research & Development,1,2,Other,1,505,4,Male,32,4,4,Human Resources,2,Married,1009,8977,5,Y,No,23,3,2,80,1,6,6,3,13,0,2,5,Yes
32,Travel_Rarely,1021,Research & Development,17,5,Marketing,1,506,2,Male,75,3,5,Laboratory Technician,2,Married,8695,26641,7,Y,Yes,24,3,4,80,1,6,2,4,5,7,2,4,No
31,Travel_Rarely,611,Sales,2,5,Life Sciences,1,507,2,Female,61,4,4,Sales Executive,1,Divorced,3006,17752,3,Y,Yes,12,3,4,80,1,12,2,4,11,3,7,3,Yes
29,Travel_Rarely,731,Human Resources,8,3,Medical,1,508,4,Male,72,1,1,Manufacturing Director,3,Divorced,4652,8233,8,Y,No,14,4,3,80,0,12,6,4,5,5,2,0,No
37,Travel_Rarely,1103,Research & Development,7,4,Life Sciences,1,509,3,Male,32,4,5,Laboratory Technician,1,Married,9840,16278,9,Y,No,17,3,2,80,0,19,1,4,10,1,5,5,No
29,Travel_Rarely,1198,Human Resources,15,3,Technical Degree,1,510,2,Female,92,2,1,Laboratory Technician,2,Single,3887,15059,7,Y,Yes,11,3,1,80,0,15,3,2,5,2,2,3,No
39,Non-Travel,1407,Research & Development,26,3,Life Sciences,1,511,2,Female,69,4,5,Laboratory Technician,3,Divorced,8706,12587,4,Y,No,16,3,4,80,1,7,3,2,8,0,4,11,No
36,Travel_Rarely,1017,Research & Development,25,5,Medical,1,512,1,Female,47,4,5,Manufacturing Director,2,Single,7181,21466,5,Y,No,15,3,3,80,1,1,3,2,8,4,0,9,Yes
34,Travel_Rarely,1485,Research & Development,5,3,Life Sciences,1,513,3,Female,96,3,1,Laboratory Technician,1,Divorced,1524,24262,4,Y,Yes,21,3,1,80,1,18,6,3,11,6,0,4,Yes
28,Travel_Rarely,1135,Research & Development,2,2,Life Sciences,1,514,4,Female,91,3,1,Human Resources,1,Married,10642,3213,5,Y,Yes,16,3,1,80,1,13,0,4,9,0,5,0,Yes
31,Travel_Rarely,1336,Research & Development,7,3,Other,1,515,3,Female,39,2,5,Manager,3,Divorced,10883,4308,0,Y,Yes,18,3,1,80,0,18,5,3,1,4,6,12,No
43,Travel_Rarely,253,Sales,8,2,Other,1,516,1,Male,81,1,5,Research Scientist,1,Divorced,11139,10094,3,Y,No,21,3,3,80,1,14,2,3,18,3,0,7,No
41,Travel_Rarely,1130,Research & Development,28,5,Life Sciences,1,517,1,Male,75,1,1,Healthcare Representative,2,Single,15466,10159,8,Y,No,21,3,3,80,0,25,6,2,7,4,2,2,Yes
28,Non-Travel,1320,Sales,7,4,Life Sciences,1,518,3,Male,84,4,1,Sales Executive,3,Married,4567,12197,3,Y,No,11,3,1,80,1,9,5,4,12,0,0,7,No
37,Travel_Rarely,1408,Sales,7,2,Medical,1,519,1,Male,75,1,2,Manager,4,Single,1009,21379,1,Y,No,13,3,3,80,0,11,4,4,0,5,0,6,No
43,Travel_Rarely,565,Sales,28,4,Medical,1,520,1,Male,89,3,2,Sales Executive,2,Single,3412,3179,5,Y,Yes,21,4,1,80,1,17,5,3,11,3,0,1,Yes
21,Travel_Rarely,1238,Sales,14,4,Life Sciences,1,521,1,Male,55,2,2,Laboratory Technician,4,Married,11009,18651,1,Y,Yes,23,3,1,80,1,18,0,1,11,3,1,0,No
41,Travel_Rarely,372,Human Resources,21,2,Medical,1,522,3,Female,56,2,4,Manager,3,Single,6117,15658,2,Y,Yes,19,3,1,80,0,13,0,1,8,12,1,6,Yes
30,Travel_Rarely,1288,Sales,18,5,Life Sciences,1,523,1,Male,67,3,5,Research Scientist,3,Married,1009,5626,6,Y,Yes,22,3,3,80,1,0,2,4,0,0,1,7,No
42,Travel_Rarely,561,Research & Development,6,1,Other,1,524,4,Male,51,2,3,Manager,2,Divorced,1009,19716,3,Y,Yes,18,3,2,80,0,0,3,4,2,6,1,5,No
29,Travel_Frequently,206,Research & Development,4,4,Life Sciences,1,525,4,Female,55,4,4,Manufacturing Director,1,Married,13175,6928,0,Y,No,14,3,2,80,0,8,1,3,0,5,4,5,Yes
20,Travel_Rarely,1407,Research & Development,10,4,Other,1,526,2,Male,98,2,5,Research Scientist,2,Single,9360,22291,8,Y,Yes,21,3,3,80,1,11,5,3,14,6,7,8,Yes
22,Travel_Rarely,263,Sales,18,5,Life Sciences,1,527,4,Male,64,1,3,Laboratory Technician,1,Divorced,4165,14102,5,Y,No,24,3,4,80,2,0,6,2,0,6,0,3,Yes
37,Non-Travel,452,Research & Development,12,5,Human Resources,1,528,2,Male,95,2,2,Research Director,1,Divorced,15347,15056,8,Y,No,20,3,3,80,0,11,6,3,10,4,0,0,No
39,Travel_Rarely,535,Research & Development,16,3,Life Sciences,1,529,3,Female,80,2,3,Sales Executive,2,Married,18949,16555,2,Y,No,19,3,4,80,0,16,4,3,5,5,2,6,No
28,Non-Travel,953,Research & Development,25,5,Life Sciences,1,530,1,Male,47,3,1,Healthcare Representative,3,Married,11363,25562,4,Y,Yes,17,3,1,80,1,10,2,1,13,13,1,8,No
42,Travel_Rarely,241,Research & Development,7,4,Life Sciences,1,531,4,Female,72,3,1,Healthcare Representative,2,Divorced,10050,16682,8,Y,No,12,3,4,80,1,13,1,1,8,3,1,5,No
21,Travel_Frequently,1257,Human Resources,6,2,Technical Degree,1,532,2,Male,41,1,5,Research Director,4,Single,8982,10106,5,Y,No,11,3,1,80,0,15,2,1,3,3,0,0,No
36,Travel_Rarely,188,Research & Development,28,1,Medical,1,533,3,Male,32,3,4,Healthcare Representative,3,Divorced,10521,20451,1,Y,Yes,11,3,2,80,2,0,2,1,2,0,0,1,No
25,Travel_Frequently,284,Research & Development,5,3,Medical,1,534,2,Male,36,1,2,Laboratory Technician,1,Divorced,15704,22260,0,Y,No,23,3,1,80,1,16,2,3,4,1,0,3,Yes
30,Non-Travel,469,Research & Development,3,2,Technical Degree,1,535,1,Female,35,4,5,Sales Representative,3,Divorced,1928,20722,8,Y,No,13,4,4,80,0,5,2,4,0,5,2,0,Yes
37,Travel_Rarely,230,Sales,12,1,Technical Degree,1,536,4,Female,74,1,2,Manager,2,Single,4906,11943,0,Y,No,23,3,2,80,0,9,3,1,17,5,0,2,Yes
29,Non-Travel,1371,Research & Development,15,1,Medical,1,537,3,Female,68,2,1,Healthcare Representative,3,Divorced,6275,10698,4,Y,No,24,3,2,80,0,6,6,2,15,3,5,9,No
33,Travel_Rarely,771,Sales,10,1,Life Sciences,1,538,2,Female,80,1,4,Sales Executive,1,Married,9199,15861,0,Y,No,20,4,3,80,1,19,0,2,7,6,0,0,No
46,Travel_Rarely,250,Research & Development,26,2,Marketing,1,539,3,Male,38,4,4,Research Scientist,1,Married,13857,17205,4,Y,No,12,3,4,80,0,2,6,3,12,2,7,3,No
31,Travel_Rarely,1086,Research & Development,20,3,Life Sciences,1,540,2,Female,52,2,1,Manufacturing Director,3,Divorced,8440,9315,4,Y,No,14,3,4,80,3,22,6,2,6,13,0,6,No
44,Travel_Rarely,953,Research & Development,19,3,Medical,1,541,2,Male,41,1,3,Laboratory Technician,4,Single,9438,9908,6,Y,No,24,3,3,80,0,29,5,1,9,4,6,0,Yes
26,Travel_Rarely,729,Research & Development,16,1,Medical,1,542,1,Female,91,3,4,Research Scientist,1,Married,9680,13696,6,Y,No,24,3,3,80,1,0,2,4,13,6,0,8,Yes
41,Travel_Rarely,547,Research & Development,28,2,Medical,1,543,1,Male,69,3,3,Sales Executive,4,Divorced,6608,14378,9,Y,Yes,18,3,2,80,0,6,1,4,5,4,4,1,No
50,Travel_Rarely,985,Research & Development,11,1,Other,1,544,2,Male,83,3,2,Laboratory Technician,1,Divorced,4544,19860,0,Y,No,15,4,3,80,2,16,5,1,11,2,1,0,No
18,Travel_Frequently,395,Research & Development,8,5,Medical,1,545,4,Male,36,1,4,Research Scientist,3,Divorced,6850,17604,8,Y,No,15,3,2,80,1,3,1,2,0,2,2,9,No
29,Travel_Frequently,1268,Research & Development,3,3,Human Resources,1,546,3,Male,46,1,1,Research Scientist,1,Single,3424,3217,0,Y,Yes,16,4,4,80,0,9,1,3,8,0,4,7,No
42,Travel_Rarely,351,Sales,23,4,Life Sciences,1,547,3,Male,79,4,3,Research Scientist,4,Married,3505,14615,4,Y,No,23,3,3,80,2,12,0,4,6,0,1,0,No
35,Travel_Rarely,979,Research & Development,7,1,Life Sciences,1,548,1,Female,53,2,2,Manager,4,Single,8229,23659,6,Y,No,22,3,4,80,0,5,0,1,4,7,0,2,No
40,Travel_Rarely,1049,Research & Development,23,5,Medical,1,549,4,Male,31,2,2,Laboratory Technician,3,Divorced,4252,22490,7,Y,No,15,3,2,80,1,11,1,1,5,2,0,5,No
31,Travel_Rarely,1076,Sales,7,3,Human Resources,1,550,2,Male,62,2,4,Sales Executive,4,Single,15179,4337,1,Y,Yes,15,4,1,80,1,18,3,2,5,3,0,2,No
37,Travel_Rarely,1427,Research & Development,14,2,Life Sciences,1,551,1,Female,50,2,4,Sales Executive,4,Married,7188,4683,0,Y,Yes,24,3,1,80,1,10,0,3,13,9,7,8,No
35,Travel_Rarely,1150,Sales,2,3,Life Sciences,1,552,2,Male,82,1,5,Laboratory Technician,3,Married,12888,12064,3,Y,No,17,3,4,80,2,3,0,3,6,8,2,7,Yes
47,Travel_Rarely,890,Research & Development,10,2,Life Sciences,1,553,2,Female,75,1,5,Manager,1,Divorced,1009,19607,3,Y,No,16,3,2,80,2,20,3,2,24,4,2,0,No
39,Non-Travel,1085,Research & Development,19,2,Life Sciences,1,554,1,Male,74,4,4,Manufacturing Director,3,Married,1009,16724,9,Y,No,23,3,2,80,3,22,2,1,1,3,1,1,No
39,Travel_Rarely,990,Research & Development,26,1,Technical Degree,1,555,4,Female,38,2,5,Research Scientist,1,Married,5977,13808,5,Y,No,23,3,1,80,0,14,0,2,10,3,2,2,No
33,Travel_Rarely,991,Sales,9,1,Medical,1,556,3,Male,35,1,1,Laboratory Technician,1,Married,10902,11843,0,Y,Yes,24,3,2,80,0,3,5,2,12,12,0,2,No
32,Travel_Rarely,171,Sales,16,3,Medical,1,557,1,Male,80,1,1,Sales Representative,1,Married,4196,24777,0,Y,Yes,20,3,2,80,1,4,1,2,4,4,0,5,No
32,Travel_Rarely,726,Sales,19,5,Other,1,558,4,Male,64,1,5,Sales Executive,2,Married,6028,6595,2,Y,No,21,4,4,80,1,0,1,1,0,14,4,8,Yes
40,Travel_Rarely,976,Research & Development,18,3,Marketing,1,559,2,Male,82,1,4,Laboratory Technician,1,Single,11199,25517,4,Y,Yes,12,3,1,80,1,6,3,4,4,0,1,1,No
33,Travel_Rarely,1237,Research & Development,9,4,Life Sciences,1,560,1,Female,48,2,1,Research Scientist,3,Married,4676,21251,5,Y,No,23,3,2,80,0,19,1,1,0,4,1,0,No
39,Travel_Rarely,1489,Research & Development,16,2,Life Sciences,1,561,3,Male,98,2,2,Sales Executive,3,Divorced,2939,21263,4,Y,Yes,11,3,4,80,2,5,6,4,1,8,2,2,No
55,Travel_Rarely,1428,Research & Development,13,2,Other,1,562,3,Male,54,1,4,Sales Executive,3,Single,9829,25418,4,Y,No,11,4,3,80,3,3,4,4,9,8,4,0,No
44,Non-Travel,572,Research & Development,10,1,Life Sciences,1,563,2,Male,40,3,3,Laboratory Technician,2,Single,1009,3800,8,Y,No,14,3,1,80,0,19,1,2,22,6,0,6,No
33,Travel_Frequently,192,Human Resources,25,5,Other,1,564,1,Female,46,4,3,Sales Executive,4,Married,4743,21079,1,Y,No,12,3,4,80,0,20,3,3,17,2,2,3,No
47,Travel_Rarely,631,Research & Development,20,1,Life Sciences,1,565,3,Male,65,2,4,Sales Executive,2,Divorced,7037,10660,0,Y,No,16,3,3,80,0,7,3,2,3,0,0,2,No
33,Travel_Rarely,762,Research & Development,14,4,Life Sciences,1,566,1,Female,50,2,5,Research Scientist,3,Single,8986,3706,5,Y,No,22,3,2,80,0,15,3,1,12,3,0,4,No
18,Travel_Rarely,840,Research & Development,12,3,Life Sciences,1,567,3,Male,47,3,1,Sales Executive,3,Divorced,10366,18932,8,Y,No,22,4,2,80,1,4,6,3,4,7,1,0,No
27,Travel_Rarely,827,Sales,25,3,Marketing,1,568,2,Male,89,2,1,Research Scientist,4,Divorced,11099,6391,6,Y,No,19,4,3,80,2,8,5,3,1,10,0,2,No
19,Travel_Rarely,973,Sales,19,5,Life Sciences,1,569,2,Male,47,3,4,Sales Executive,2,Single,5078,19953,7,Y,No,20,3,4,80,0,0,4,1,6,4,5,1,No
33,Travel_Rarely,293,Research & Development,7,1,Technical Degree,1,570,1,Female,30,3,2,Research Scientist,3,Single,11000,17640,4,Y,No,21,3,2,80,1,14,6,1,0,3,0,0,Yes
37,Travel_Rarely,1367,Sales,23,1,Life Sciences,1,571,4,Female,43,1,5,Manager,1,Married,8878,18061,9,Y,No,24,3,2,80,1,10,0,2,0,4,1,4,No
52,Travel_Rarely,239,Research & Development,15,4,Marketing,1,572,4,Male,37,2,2,Manufacturing Director,1,Divorced,9889,11139,3,Y,No,20,3,4,80,0,6,2,1,12,4,4,13,No
39,Travel_Rarely,446,Research & Development,16,3,Technical Degree,1,573,2,Male,95,4,4,Laboratory Technician,3,Married,3521,3485,5,Y,No,18,3,4,80,1,10,1,4,15,8,3,4,No
34,Non-Travel,1305,Research & Development,27,1,Technical Degree,1,574,3,Female,80,3,4,Sales Executive,1,Married,9626,12673,2,Y,No,14,3,3,80,1,9,5,4,0,2,0,1,No
44,Non-Travel,1110,Research & Development,8,5,Technical Degree,1,575,4,Male,89,4,2,Manufacturing Director,4,Single,5782,10547,0,Y,No,23,3,2,80,2,4,0,3,15,3,0,4,No
18,Travel_Frequently,604,Sales,10,3,Life Sciences,1,576,2,Male,63,1,3,Sales Executive,3,Married,6724,10102,3,Y,No,22,4,4,80,0,14,3,2,14,5,3,0,No
39,Travel_Rarely,304,Research & Development,4,4,Life Sciences,1,577,3,Male,65,2,4,Sales Executive,2,Married,7276,18042,8,Y,Yes,12,3,1,80,1,8,0,2,4,1,4,1,Yes
43,Travel_Frequently,674,Research & Development,19,5,Other,1,578,3,Male,91,1,5,Manufacturing Director,3,Married,16431,7519,3,Y,No,11,3,3,80,0,10,6,3,9,0,6,2,No
23,Travel_Rarely,293,Human Resources,19,2,Life Sciences,1,579,4,Male,30,1,2,Research Director,4,Married,2200,16251,0,Y,No,17,3,3,80,0,0,0,1,18,9,4,2,No
47,Travel_Frequently,106,Research & Development,28,4,Life Sciences,1,580,2,Male,71,4,3,Laboratory Technician,2,Single,12089,19115,3,Y,No,20,3,3,80,0,10,4,2,14,4,4,3,Yes
39,Travel_Rarely,1362,Research & Development,21,5,Technical Degree,1,581,3,Male,30,4,2,Sales Executive,4,Married,13222,10450,6,Y,No,13,3,3,80,0,9,3,3,10,7,3,6,No
33,Travel_Frequently,412,Research & Development,27,1,Other,1,582,3,Female,83,3,3,Sales Representative,1,Single,10380,4899,2,Y,No,24,3,1,80,0,4,5,3,3,6,2,2,Yes
42,Travel_Rarely,650,Research & Development,15,2,Medical,1,583,1,Male,76,2,3,Sales Executive,1,Single,3983,17541,9,Y,Yes,16,3,3,80,0,15,5,4,4,0,1,3,Yes
57,Travel_Frequently,157,Sales,14,4,Technical Degree,1,584,1,Female,68,1,5,Sales Representative,1,Divorced,14473,3317,5,Y,No,15,3,3,80,1,0,3,3,11,1,3,0,Yes
38,Non-Travel,544,Research & Development,1,1,Medical,1,585,4,Male,59,3,4,Research Scientist,4,Single,4939,5436,0,Y,No,15,3,4,80,1,7,1,1,10,4,1,0,No
39,Travel_Rarely,1362,Research & Development,16,2,Medical,1,586,1,Female,36,3,3,Research Scientist,4,Married,9729,26720,3,Y,Yes,22,4,2,80,0,13,5,1,14,3,4,4,No
32,Travel_Rarely,971,Research & Development,10,3,Marketing,1,587,2,Male,51,1,4,Laboratory Technician,3,Single,7068,18966,2,Y,Yes,12,3,3,80,0,27,5,1,0,5,4,8,No
29,Non-Travel,1322,Research & Development,19,1,Life Sciences,1,588,4,Female,79,1,5,Research Director,2,Single,4764,23620,0,Y,No,24,4,4,80,1,0,1,1,9,4,3,3,No
44,Travel_Rarely,686,Research & Development,22,5,Life Sciences,1,589,4,Male,74,3,4,Sales Representative,2,Married,9069,10950,2,Y,No,19,4,4,80,0,11,1,3,11,7,0,3,No
29,Travel_Frequently,853,Research & Development,3,4,Human Resources,1,590,1,Female,39,1,1,Laboratory Technician,4,Single,15333,19724,3,Y,No,21,4,2,80,0,15,6,2,5,4,1,0,No
37,Travel_Rarely,461,Research & Development,5,2,Technical Degree,1,591,3,Male,43,1,3,Healthcare Representative,4,Single,7704,8155,4,Y,No,14,4,4,80,1,11,5,3,21,4,5,1,No
32,Travel_Rarely,920,Sales,9,1,Technical Degree,1,592,2,Male,75,4,5,Laboratory Technician,1,Divorced,15798,15626,5,Y,No,20,3,4,80,0,1,5,2,1,0,0,4,Yes
41,Travel_Rarely,131,Research & Development,18,3,Other,1,593,2,Female,35,2,2,Healthcare Representative,4,Single,5638,21188,1,Y,Yes,11,4,3,80,0,7,5,2,6,2,2,8,No
39,Travel_Rarely,209,Sales,11,4,Marketing,1,594,2,Male,50,3,5,Manager,1,Single,6863,22839,1,Y,No,12,3,3,80,0,0,1,2,11,2,4,4,Yes
46,Travel_Frequently,945,Sales,16,4,Life Sciences,1,595,4,Male,91,1,3,Sales Executive,4,Divorced,1009,22430,5,Y,Yes,19,3,4,80,0,11,5,4,12,2,3,3,No
32,Travel_Rarely,818,Research & Development,2,1,Life Sciences,1,596,2,Female,48,3,5,Research Scientist,2,Single,3878,2974,4,Y,No,17,3,1,80,3,0,0,1,5,2,8,5,No
34,Travel_Rarely,992,Research & Development,12,3,Other,1,597,3,Male,91,2,2,Research Director,3,Married,5473,18912,0,Y,No,20,3,2,80,0,14,0,4,5,6,0,0,Yes
27,Travel_Rarely,1061,Research & Development,22,2,Other,1,598,3,Male,82,3,1,Research Director,4,Single,4953,8218,2,Y,No,12,3,4,80,1,6,1,3,11,10,0,0,No
32,Travel_Rarely,994,Sales,6,1,Life Sciences,1,599,1,Female,53,3,3,Sales Executive,1,Single,1986,26582,4,Y,No,17,3,4,80,1,5,1,4,9,0,2,3,Yes
40,Travel_Frequently,833,Research & Development,11,2,Life Sciences,1,600,2,Male,85,3,3,Sales Executive,3,Married,2919,7278,1,Y,No,24,3,1,80,0,12,1,2,7,3,5,0,Yes
43,Non-Travel,707,Research & Development,27,4,Life Sciences,1,601,4,Female,91,4,5,Human Resources,1,Divorced,5153,20462,0,Y,No,14,3,2,80,0,13,2,3,0,1,2,6,No
